DrugIndex,DrugID,Drug_Name,target_id,gene,uniprot,target_name,action_type,source,organism,moa
78,DM0WX6I,Primidone,GABRA1,GABRA1,P14867|P18507|P47870,GABA-A receptor alpha-1/beta-2/gamma-2,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
78,DM0WX6I,Primidone,GABRB2,GABRB2,P14867|P18507|P47870,GABA-A receptor alpha-1/beta-2/gamma-2,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
78,DM0WX6I,Primidone,GABRG2,GABRG2,P14867|P18507|P47870,GABA-A receptor alpha-1/beta-2/gamma-2,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
78,DM0WX6I,Primidone,TRPM3,TRPM3,Q9HCF6,Transient receptor potential cation channel subfamily M member 3,BLOCKER,DrugCentral,Homo sapiens,
79,DM0YJSB,Enflurane,GLRA1,GLRA1,P23415,Glycine receptor subunit alpha-1,POSITIVE MODULATOR,DrugCentral,Homo sapiens,1.0
79,DM0YJSB,Enflurane,KCNK10,KCNK10,P57789,Potassium channel subfamily K member 10,OPENER,DrugCentral,Homo sapiens,1.0
79,DM0YJSB,Enflurane,KCNK18,KCNK18,Q7Z418,Potassium channel subfamily K member 18,OPENER,DrugCentral,Homo sapiens,1.0
79,DM0YJSB,Enflurane,KCNK2,KCNK2,O95069,Potassium channel subfamily K member 2,OPENER,DrugCentral,Homo sapiens,1.0
79,DM0YJSB,Enflurane,KCNK3,KCNK3,O14649,Potassium channel subfamily K member 3,OPENER,DrugCentral,Homo sapiens,1.0
79,DM0YJSB,Enflurane,KCNK9,KCNK9,Q9NPC2,Potassium channel subfamily K member 9,OPENER,DrugCentral,Homo sapiens,1.0
80,DM0YWJC,Safinamide,MAOA,MAOA,P21397,Amine oxidase [flavin-containing] A,,DrugCentral,Homo sapiens,
80,DM0YWJC,Safinamide,MAOB,MAOB,P27338,Amine oxidase [flavin-containing] B,INHIBITOR,DrugCentral,Homo sapiens,1.0
80,DM0YWJC,Safinamide,SCN9A,SCN9A,Q15858,Sodium channel protein type 9 subunit alpha,,DrugCentral,Homo sapiens,
81,DM0YZC6,Fulvestrant,EPHX2,EPHX2,P34913,Bifunctional epoxide hydrolase 2,,DrugCentral,Homo sapiens,
81,DM0YZC6,Fulvestrant,ESR1,ESR1,P03372,Estrogen receptor,ANTAGONIST,DrugCentral,Homo sapiens,1.0
81,DM0YZC6,Fulvestrant,ESR2,ESR2,Q92731,Estrogen receptor beta,ANTAGONIST,DrugCentral,Homo sapiens,1.0
81,DM0YZC6,Fulvestrant,ESRRA,ESRRA,P11474,Steroid hormone receptor ERR1,,DrugCentral,Homo sapiens,
81,DM0YZC6,Fulvestrant,GPER1,GPER1,Q99527,G-protein coupled estrogen receptor 1,,DrugCentral,Homo sapiens,
81,DM0YZC6,Fulvestrant,NR1H4,NR1H4,Q96RI1,Bile acid receptor,,DrugCentral,Homo sapiens,
81,DM0YZC6,Fulvestrant,NR1I2,NR1I2,O75469,Nuclear receptor subfamily 1 group I member 2,,DrugCentral,Homo sapiens,
81,DM0YZC6,Fulvestrant,PGR,PGR,P06401,Progesterone receptor,,DrugCentral,Homo sapiens,
83,DM10D85,Edetic acid,ACE,ACE,P12821,Angiotensin-converting enzyme,,DrugCentral,Homo sapiens,
83,DM10D85,Edetic acid,APP,APP,P05067,Amyloid beta A4 protein,,DrugCentral,Homo sapiens,
83,DM10D85,Edetic acid,EYA2,EYA2,O00167,Eyes absent homolog 2,,DrugCentral,Homo sapiens,
83,DM10D85,Edetic acid,UGCG,UGCG,Q16739,Ceramide glucosyltransferase,,DrugCentral,Homo sapiens,
84,DM1237M,Alfacalcidol,SLC6A2,SLC6A2,P23975,Sodium-dependent noradrenaline transporter,,DrugCentral,Homo sapiens,
84,DM1237M,Alfacalcidol,VDR,VDR,P11473,Vitamin D3 receptor,AGONIST,DrugCentral,Homo sapiens,1.0
87,DM13PQW,Rilmenidine,ADRA1A,ADRA1A,P35348,Alpha-1A adrenergic receptor,,DrugCentral,Homo sapiens,
87,DM13PQW,Rilmenidine,ADRA2A,ADRA2A,P08913,Alpha-2A adrenergic receptor,,DrugCentral,Homo sapiens,
87,DM13PQW,Rilmenidine,ADRA2B,ADRA2B,P18089,Alpha-2B adrenergic receptor,,DrugCentral,Homo sapiens,
87,DM13PQW,Rilmenidine,ADRA2C,ADRA2C,P18825,Alpha-2C adrenergic receptor,,DrugCentral,Homo sapiens,
87,DM13PQW,Rilmenidine,NISCH,NISCH,Q9Y2I1,Nischarin,,DrugCentral,Homo sapiens,
88,DM13VTW,Flucytosine,HTR2A,HTR2A,P28223,5-hydroxytryptamine receptor 2A,,DrugCentral,Homo sapiens,
90,DM14MAE,Pergolide,ADRA1A,ADRA1A,P35348,Alpha-1A adrenergic receptor,,DrugCentral,Homo sapiens,
90,DM14MAE,Pergolide,ADRA1B,ADRA1B,P35368,Alpha-1B adrenergic receptor,,DrugCentral,Homo sapiens,
90,DM14MAE,Pergolide,ADRA1D,ADRA1D,P25100,Alpha-1D adrenergic receptor,,DrugCentral,Homo sapiens,
90,DM14MAE,Pergolide,ADRA2A,ADRA2A,P08913,Alpha-2A adrenergic receptor,,DrugCentral,Homo sapiens,
90,DM14MAE,Pergolide,ADRA2B,ADRA2B,P18089,Alpha-2B adrenergic receptor,,DrugCentral,Homo sapiens,
90,DM14MAE,Pergolide,ADRA2C,ADRA2C,P18825,Alpha-2C adrenergic receptor,,DrugCentral,Homo sapiens,
90,DM14MAE,Pergolide,CYP2D6,CYP2D6,P10635,Cytochrome P450 2D6,,DrugCentral,Homo sapiens,
90,DM14MAE,Pergolide,DRD1,DRD1,P21728,D(1A) dopamine receptor,AGONIST,DrugCentral,Homo sapiens,1.0
90,DM14MAE,Pergolide,DRD2,DRD2,P14416,D(2) dopamine receptor,AGONIST,DrugCentral,Homo sapiens,1.0
90,DM14MAE,Pergolide,DRD3,DRD3,P35462,D(3) dopamine receptor,AGONIST,DrugCentral,Homo sapiens,
90,DM14MAE,Pergolide,DRD4,DRD4,P21917,D(4) dopamine receptor,AGONIST,DrugCentral,Homo sapiens,
90,DM14MAE,Pergolide,DRD5,DRD5,P21918,D(1B) dopamine receptor,AGONIST,DrugCentral,Homo sapiens,
90,DM14MAE,Pergolide,HTR1A,HTR1A,P08908,5-hydroxytryptamine receptor 1A,,DrugCentral,Homo sapiens,
90,DM14MAE,Pergolide,HTR1B,HTR1B,P28222,5-hydroxytryptamine receptor 1B,,DrugCentral,Homo sapiens,
90,DM14MAE,Pergolide,HTR1D,HTR1D,P28221,5-hydroxytryptamine receptor 1D,,DrugCentral,Homo sapiens,
90,DM14MAE,Pergolide,HTR2A,HTR2A,P28223,5-hydroxytryptamine receptor 2A,,DrugCentral,Homo sapiens,
90,DM14MAE,Pergolide,HTR2B,HTR2B,P41595,5-hydroxytryptamine receptor 2B,,DrugCentral,Homo sapiens,
90,DM14MAE,Pergolide,HTR2C,HTR2C,P28335,5-hydroxytryptamine receptor 2C,,DrugCentral,Homo sapiens,
90,DM14MAE,Pergolide,HTR6,HTR6,P50406,5-hydroxytryptamine receptor 6,,DrugCentral,Homo sapiens,
90,DM14MAE,Pergolide,KCNH2,KCNH2,Q12809,Potassium voltage-gated channel subfamily H member 2,,DrugCentral,Homo sapiens,
92,DM14RF5,Secobarbital,GABRA1,GABRA1,P14867|P18507|P47870,GABA-A receptor alpha-1/beta-2/gamma-2,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
92,DM14RF5,Secobarbital,GABRB2,GABRB2,P14867|P18507|P47870,GABA-A receptor alpha-1/beta-2/gamma-2,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
92,DM14RF5,Secobarbital,GABRG2,GABRG2,P14867|P18507|P47870,GABA-A receptor alpha-1/beta-2/gamma-2,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
92,DM14RF5,Secobarbital,MMP9,MMP9,P14780,Matrix metalloproteinase-9,,DrugCentral,Homo sapiens,
93,DM154EB,Lypressin,AVPR1A,AVPR1A,P30518|P37288|P47901,Vasopressin receptor,AGONIST,DrugCentral,Homo sapiens,1.0
93,DM154EB,Lypressin,AVPR1B,AVPR1B,P30518|P37288|P47901,Vasopressin receptor,AGONIST,DrugCentral,Homo sapiens,1.0
93,DM154EB,Lypressin,AVPR2,AVPR2,P30518|P37288|P47901,Vasopressin receptor,AGONIST,DrugCentral,Homo sapiens,1.0
94,DM15F0X,Gefitinib,ABCG2,ABCG2,Q9UNQ0,ATP-binding cassette sub-family G member 2,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,ABL1,ABL1,P00519,Tyrosine-protein kinase ABL1,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,ABL2,ABL2,P42684,Abelson tyrosine-protein kinase 2,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,AXL,AXL,P30530,Tyrosine-protein kinase receptor UFO,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,BACE1,BACE1,P56817,Beta-secretase 1,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,BLK,BLK,P51451,Tyrosine-protein kinase Blk,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,BRAF,BRAF,P15056,Serine/threonine-protein kinase B-raf,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,CDK7,CDK7,P50613,Cyclin-dependent kinase 7,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,CHEK2,CHEK2,O96017,Serine/threonine-protein kinase Chk2,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,CIT,CIT,O14578,Citron Rho-interacting kinase,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,CSNK1D,CSNK1D,P48730,Casein kinase I isoform delta,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,CSNK1E,CSNK1E,P49674,Casein kinase I isoform epsilon,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,DAPK3,DAPK3,O43293,Death-associated protein kinase 3,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,DCLK3,DCLK3,Q9C098,Serine/threonine-protein kinase DCLK3,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,DMPK,DMPK,Q09013,Myotonin-protein kinase,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,EGFR,EGFR,P00533,Epidermal growth factor receptor,INHIBITOR,DrugCentral,Homo sapiens,1.0
94,DM15F0X,Gefitinib,EPHA1,EPHA1,P21709,Ephrin type-A receptor 1,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,EPHA3,EPHA3,P29320,Ephrin type-A receptor 3,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,EPHA5,EPHA5,P54756,Ephrin type-A receptor 5,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,EPHA6,EPHA6,Q9UF33,Ephrin type-A receptor 6,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,EPHA8,EPHA8,P29322,Ephrin type-A receptor 8,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,EPHB1,EPHB1,P54762,Ephrin type-B receptor 1,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,EPHB4,EPHB4,P54760,Ephrin type-B receptor 4,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,EPHB6,EPHB6,O15197,Ephrin type-B receptor 6,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,ERBB2,ERBB2,P04626,Receptor tyrosine-protein kinase erbB-2,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,ERBB3,ERBB3,P21860,Receptor tyrosine-protein kinase erbB-3,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,ERBB4,ERBB4,Q15303,Receptor tyrosine-protein kinase erbB-4,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,FGR,FGR,P09769,Tyrosine-protein kinase Fgr,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,FLT3,FLT3,P36888,Receptor-type tyrosine-protein kinase FLT3,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,FRK,FRK,P42685,Tyrosine-protein kinase FRK,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,GAK,GAK,O14976,Cyclin-G-associated kinase,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,HCK,HCK,P08631,Tyrosine-protein kinase HCK,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,HIPK4,HIPK4,Q8NE63,Homeodomain-interacting protein kinase 4,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,IRAK1,IRAK1,P51617,Interleukin-1 receptor-associated kinase 1,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,IRAK3,IRAK3,Q9Y616,Interleukin-1 receptor-associated kinase 3,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,IRAK4,IRAK4,Q9NWZ3,Interleukin-1 receptor-associated kinase 4,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,KDR,KDR,P35968,Vascular endothelial growth factor receptor 2,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,KIT,KIT,P10721,Mast/stem cell growth factor receptor Kit,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,LCK,LCK,P06239,Tyrosine-protein kinase Lck,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,LTK,LTK,P29376,Leukocyte tyrosine kinase receptor,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,LYN,LYN,P07948,Tyrosine-protein kinase Lyn,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,MAP2K5,MAP2K5,Q13163,Dual specificity mitogen-activated protein kinase kinase 5,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,MAP3K19,MAP3K19,Q56UN5,Mitogen-activated protein kinase kinase kinase 19,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,MAP3K2,MAP3K2,Q9Y2U5,Mitogen-activated protein kinase kinase kinase 2,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,MAP3K3,MAP3K3,Q99759,Mitogen-activated protein kinase kinase kinase 3,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,MAPK10,MAPK10,P53779,Mitogen-activated protein kinase 10,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,MAPK4,MAPK4,P31152,Mitogen-activated protein kinase 4,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,MAPK6,MAPK6,Q16659,Mitogen-activated protein kinase 6,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,MAPK9,MAPK9,P45984,Mitogen-activated protein kinase 9,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,MET,MET,P08581,Hepatocyte growth factor receptor,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,MINK1,MINK1,Q8N4C8,Misshapen-like kinase 1,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,MKNK1,MKNK1,Q9BUB5,MAP kinase-interacting serine/threonine-protein kinase 1,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,MKNK2,MKNK2,Q9HBH9,MAP kinase-interacting serine/threonine-protein kinase 2,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,MYLK2,MYLK2,Q9H1R3,"Myosin light chain kinase 2, skeletal/cardiac muscle",,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,NLK,NLK,Q9UBE8,Serine/threonine-protein kinase NLK,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,NUAK2,NUAK2,Q9H093,NUAK family SNF1-like kinase 2,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,PHKG1,PHKG1,Q16816,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,PHKG2,PHKG2,P15735,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform",,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,PIM3,PIM3,Q86V86,Serine/threonine-protein kinase pim-3,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,PIP4K2C,PIP4K2C,Q8TBX8,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,PRKD1,PRKD1,Q15139,Serine/threonine-protein kinase D1,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,PTK6,PTK6,Q13882,Protein-tyrosine kinase 6,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,RET,RET,P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,RIPK2,RIPK2,O43353,Receptor-interacting serine/threonine-protein kinase 2,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,RPS6KA4,RPS6KA4,O75676,Ribosomal protein S6 kinase alpha-4,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,SBK1,SBK1,Q52WX2,Serine/threonine-protein kinase SBK1,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,SIK2,SIK2,Q9H0K1,Serine/threonine-protein kinase SIK2,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,SLK,SLK,Q9H2G2,STE20-like serine/threonine-protein kinase,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,SRC,SRC,P12931,Proto-oncogene tyrosine-protein kinase Src,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,STK10,STK10,O94804,Serine/threonine-protein kinase 10,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,STK17A,STK17A,Q9UEE5,Serine/threonine-protein kinase 17A,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,STK17B,STK17B,O94768,Serine/threonine-protein kinase 17B,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,STK36,STK36,Q9NRP7,Serine/threonine-protein kinase 36,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,TNIK,TNIK,Q9UKE5,TRAF2 and NCK-interacting protein kinase,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,TNK2,TNK2,Q07912,Activated CDC42 kinase 1,,DrugCentral,Homo sapiens,
94,DM15F0X,Gefitinib,TXK,TXK,P42681,Tyrosine-protein kinase TXK,,DrugCentral,Homo sapiens,
98,DM178H9,Bisacodyl,CYP2C9,CYP2C9,P11712,Cytochrome P450 2C9,,DrugCentral,Homo sapiens,
98,DM178H9,Bisacodyl,OPRK1,OPRK1,P41145,Kappa-type opioid receptor,,DrugCentral,Homo sapiens,
98,DM178H9,Bisacodyl,SLC6A3,SLC6A3,Q01959,Sodium-dependent dopamine transporter,,DrugCentral,Homo sapiens,
100,DM17ONX,Fexofenadine,ABCB1,ABCB1,P08183,Multidrug resistance protein 1,,DrugCentral,Homo sapiens,
100,DM17ONX,Fexofenadine,HRH1,HRH1,P35367,Histamine H1 receptor,ANTAGONIST,DrugCentral,Homo sapiens,1.0
100,DM17ONX,Fexofenadine,KCNH2,KCNH2,Q12809,Potassium voltage-gated channel subfamily H member 2,,DrugCentral,Homo sapiens,
100,DM17ONX,Fexofenadine,SLCO1A2,SLCO1A2,P46721,Solute carrier organic anion transporter family member 1A2,,DrugCentral,Homo sapiens,
102,DM1A9W3,Drospirenone,AR,AR,P10275,Androgen receptor,,DrugCentral,Homo sapiens,
102,DM1A9W3,Drospirenone,NR3C2,NR3C2,P08235,Mineralocorticoid receptor,ANTAGONIST,DrugCentral,Homo sapiens,1.0
102,DM1A9W3,Drospirenone,PGR,PGR,P06401,Progesterone receptor,AGONIST,DrugCentral,Homo sapiens,1.0
103,DM1A9XO,Sertaconazole,IDO1,IDO1,P14902,"Indoleamine 2,3-dioxygenase 1",,DrugCentral,Homo sapiens,
104,DM1AF5U,Acetazolamide,AQP1,AQP1,P29972,Aquaporin-1,,DrugCentral,Homo sapiens,
104,DM1AF5U,Acetazolamide,CA1,CA1,P00915,Carbonic anhydrase 1,INHIBITOR,DrugCentral,Homo sapiens,1.0
104,DM1AF5U,Acetazolamide,CA11,CA11,O75493,Carbonic anhydrase-related protein 11,,DrugCentral,Homo sapiens,
104,DM1AF5U,Acetazolamide,CA12,CA12,O43570,Carbonic anhydrase 12,INHIBITOR,DrugCentral,Homo sapiens,1.0
104,DM1AF5U,Acetazolamide,CA13,CA13,Q8N1Q1,Carbonic anhydrase 13,,DrugCentral,Homo sapiens,
104,DM1AF5U,Acetazolamide,CA14,CA14,Q9ULX7,Carbonic anhydrase 14,,DrugCentral,Homo sapiens,
104,DM1AF5U,Acetazolamide,CA2,CA2,P00918,Carbonic anhydrase 2,INHIBITOR,DrugCentral,Homo sapiens,1.0
104,DM1AF5U,Acetazolamide,CA3,CA3,P07451,Carbonic anhydrase 3,,DrugCentral,Homo sapiens,
104,DM1AF5U,Acetazolamide,CA4,CA4,P22748,Carbonic anhydrase 4,INHIBITOR,DrugCentral,Homo sapiens,1.0
104,DM1AF5U,Acetazolamide,CA5A,CA5A,P35218,"Carbonic anhydrase 5A, mitochondrial",,DrugCentral,Homo sapiens,
104,DM1AF5U,Acetazolamide,CA5B,CA5B,Q9Y2D0,"Carbonic anhydrase 5B, mitochondrial",,DrugCentral,Homo sapiens,
104,DM1AF5U,Acetazolamide,CA6,CA6,P23280,Carbonic anhydrase 6,,DrugCentral,Homo sapiens,
104,DM1AF5U,Acetazolamide,CA7,CA7,P43166,Carbonic anhydrase 7,,DrugCentral,Homo sapiens,
104,DM1AF5U,Acetazolamide,CA9,CA9,Q16790,Carbonic anhydrase 9,,DrugCentral,Homo sapiens,
106,DM1BKA6,Opicapone,COMT,COMT,P21964,Catechol O-methyltransferase,INHIBITOR,DrugCentral,Homo sapiens,1.0
107,DM1BV7W,Aliskiren,ABCB1,ABCB1,P08183,Multidrug resistance protein 1,,DrugCentral,Homo sapiens,
107,DM1BV7W,Aliskiren,CYP3A4,CYP3A4,P08684,Cytochrome P450 3A4,,DrugCentral,Homo sapiens,
107,DM1BV7W,Aliskiren,REN,REN,P00797,Renin,INHIBITOR,DrugCentral,Homo sapiens,1.0
108,DM1CI9R,Bempedoic acid,ACLY,ACLY,P53396,ATP-citrate synthase,INHIBITOR,DrugCentral,Homo sapiens,1.0
109,DM1D8XY,Dantrolene,CISD1,CISD1,Q9NZ45,CDGSH iron-sulfur domain-containing protein 1,,DrugCentral,Homo sapiens,
109,DM1D8XY,Dantrolene,RYR1,RYR1,P21817,Ryanodine receptor 1,ANTAGONIST,DrugCentral,Homo sapiens,1.0
109,DM1D8XY,Dantrolene,RYR3,RYR3,Q15413,Ryanodine receptor 3,ANTAGONIST,DrugCentral,Homo sapiens,1.0
110,DM1D90W,Tropicamide,CHRM1,CHRM1,P11229,Muscarinic acetylcholine receptor M1,,DrugCentral,Homo sapiens,
110,DM1D90W,Tropicamide,CHRM2,CHRM2,P08172,Muscarinic acetylcholine receptor M2,,DrugCentral,Homo sapiens,
110,DM1D90W,Tropicamide,CHRM3,CHRM3,P20309,Muscarinic acetylcholine receptor M3,ANTAGONIST,DrugCentral,Homo sapiens,1.0
110,DM1D90W,Tropicamide,CHRM4,CHRM4,P08173,Muscarinic acetylcholine receptor M4,,DrugCentral,Homo sapiens,
110,DM1D90W,Tropicamide,CHRM5,CHRM5,P08912,Muscarinic acetylcholine receptor M5,,DrugCentral,Homo sapiens,
110,DM1D90W,Tropicamide,CYP2C19,CYP2C19,P33261,Cytochrome P450 2C19,,DrugCentral,Homo sapiens,
110,DM1D90W,Tropicamide,CYP2C9,CYP2C9,P11712,Cytochrome P450 2C9,,DrugCentral,Homo sapiens,
111,DM1DBV5,Dexlansoprazole,ATP4A,ATP4A,P20648|P51164,Potassium-transporting ATPase,INHIBITOR,DrugCentral,Homo sapiens,1.0
111,DM1DBV5,Dexlansoprazole,ATP4B,ATP4B,P20648|P51164,Potassium-transporting ATPase,INHIBITOR,DrugCentral,Homo sapiens,1.0
111,DM1DBV5,Dexlansoprazole,ENGASE,ENGASE,Q8NFI3,Cytosolic endo-beta-N-acetylglucosaminidase,,DrugCentral,Homo sapiens,
111,DM1DBV5,Dexlansoprazole,SARM1,SARM1,Q6SZW1,Sterile alpha and TIR motif-containing protein 1,,DrugCentral,Homo sapiens,
113,DM1DP7T,Levonorgestrel,ESR1,ESR1,P03372,Estrogen receptor,,DrugCentral,Homo sapiens,
113,DM1DP7T,Levonorgestrel,NR3C1,NR3C1,P04150,Glucocorticoid receptor,,DrugCentral,Homo sapiens,
113,DM1DP7T,Levonorgestrel,PGR,PGR,P06401,Progesterone receptor,AGONIST,DrugCentral,Homo sapiens,1.0
113,DM1DP7T,Levonorgestrel,SHBG,SHBG,P04278,Sex hormone-binding globulin,,DrugCentral,Homo sapiens,
113,DM1DP7T,Levonorgestrel,SLC6A4,SLC6A4,P31645,Sodium-dependent serotonin transporter,,DrugCentral,Homo sapiens,
114,DM1DX4Q,Eribulin,TUBB,TUBB,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
114,DM1DX4Q,Eribulin,TUBB1,TUBB1,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
114,DM1DX4Q,Eribulin,TUBB2A,TUBB2A,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
114,DM1DX4Q,Eribulin,TUBB2B,TUBB2B,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
114,DM1DX4Q,Eribulin,TUBB3,TUBB3,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
114,DM1DX4Q,Eribulin,TUBB4A,TUBB4A,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
114,DM1DX4Q,Eribulin,TUBB4B,TUBB4B,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
114,DM1DX4Q,Eribulin,TUBB6,TUBB6,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
114,DM1DX4Q,Eribulin,TUBB8,TUBB8,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
116,DM1EF73,Methysergide,ADRA2A,ADRA2A,P08913,Alpha-2A adrenergic receptor,,DrugCentral,Homo sapiens,
116,DM1EF73,Methysergide,ADRA2B,ADRA2B,P18089,Alpha-2B adrenergic receptor,,DrugCentral,Homo sapiens,
116,DM1EF73,Methysergide,ADRA2C,ADRA2C,P18825,Alpha-2C adrenergic receptor,,DrugCentral,Homo sapiens,
