source,target,string_source_id,string_target_id,score,source_db
PALB2,FANCA,9606.ENSP00000261584,9606.ENSP00000373952,0.9,STRING
CACNA1F,HTR2A,9606.ENSP00000365441,9606.ENSP00000437737,0.9,STRING
GABRG1,GABRB1,9606.ENSP00000295452,9606.ENSP00000295454,0.9,STRING
MYC,NOTCH1,9606.ENSP00000478887,9606.ENSP00000498587,0.899,STRING
EPOR,TYK2,9606.ENSP00000222139,9606.ENSP00000431885,0.899,STRING
IFNG,MYD88,9606.ENSP00000229135,9606.ENSP00000498321,0.899,STRING
IFNG,CD274,9606.ENSP00000229135,9606.ENSP00000370989,0.899,STRING
CD19,PLCG2,9606.ENSP00000313419,9606.ENSP00000482457,0.899,STRING
KRAS,CALM1,9606.ENSP00000256078,9606.ENSP00000499717,0.899,STRING
CYP11B2,AGT,9606.ENSP00000325822,9606.ENSP00000355627,0.899,STRING
CD4,GATA3,9606.ENSP00000011653,9606.ENSP00000368632,0.899,STRING
GCK,KCNJ11,9606.ENSP00000223366,9606.ENSP00000345708,0.899,STRING
IL1B,IL17F,9606.ENSP00000263341,9606.ENSP00000337432,0.899,STRING
CSF3R,IL6,9606.ENSP00000362195,9606.ENSP00000385675,0.899,STRING
NDUFAF3,NDUFAB1,9606.ENSP00000323076,9606.ENSP00000458770,0.899,STRING
IRAK1,TNF,9606.ENSP00000358997,9606.ENSP00000398698,0.899,STRING
NCOR1,DNMT1,9606.ENSP00000268712,9606.ENSP00000352516,0.899,STRING
NOD2,TLR4,9606.ENSP00000300589,9606.ENSP00000363089,0.899,STRING
PKD2,PDE4C,9606.ENSP00000237596,9606.ENSP00000469696,0.899,STRING
FOXA2,HNF1A,9606.ENSP00000400341,9606.ENSP00000438804,0.899,STRING
IL2,PRF1,9606.ENSP00000226730,9606.ENSP00000398568,0.899,STRING
TP53,EZH2,9606.ENSP00000269305,9606.ENSP00000320147,0.899,STRING
ASXL1,IDH1,9606.ENSP00000364839,9606.ENSP00000390265,0.899,STRING
RUNX3,TCF7L2,9606.ENSP00000382800,9606.ENSP00000486891,0.899,STRING
EGFR,IL10,9606.ENSP00000275493,9606.ENSP00000412237,0.899,STRING
NFKB1,CD40,9606.ENSP00000226574,9606.ENSP00000361359,0.898,STRING
ABCC9,ABCC8,9606.ENSP00000261200,9606.ENSP00000494321,0.898,STRING
INS,PPARA,9606.ENSP00000380432,9606.ENSP00000385523,0.898,STRING
RAC1,WAS,9606.ENSP00000348461,9606.ENSP00000365891,0.898,STRING
FGB,LPA,9606.ENSP00000306099,9606.ENSP00000321334,0.898,STRING
NCOR1,SPEN,9606.ENSP00000268712,9606.ENSP00000364912,0.898,STRING
FOXP3,GATA3,9606.ENSP00000365380,9606.ENSP00000368632,0.898,STRING
MSH2,PALB2,9606.ENSP00000233146,9606.ENSP00000261584,0.898,STRING
GRIA4,GRIN2A,9606.ENSP00000282499,9606.ENSP00000332549,0.898,STRING
HGF,TEK,9606.ENSP00000222390,9606.ENSP00000369375,0.898,STRING
RET,PIK3R1,9606.ENSP00000347942,9606.ENSP00000428056,0.898,STRING
CCR5,JAK2,9606.ENSP00000292303,9606.ENSP00000371067,0.898,STRING
CAV1,RHOA,9606.ENSP00000339191,9606.ENSP00000400175,0.898,STRING
IL10,MYD88,9606.ENSP00000412237,9606.ENSP00000498321,0.898,STRING
NDUFB9,NDUFAF4,9606.ENSP00000276689,9606.ENSP00000358272,0.898,STRING
TNFRSF8,TNFSF4,9606.ENSP00000263932,9606.ENSP00000281834,0.897,STRING
NTRK2,GRIN2B,9606.ENSP00000277120,9606.ENSP00000477455,0.897,STRING
BCL2,ESR1,9606.ENSP00000381185,9606.ENSP00000405330,0.897,STRING
CACNG1,CACNB2,9606.ENSP00000226021,9606.ENSP00000320025,0.897,STRING
ATM,ATRX,9606.ENSP00000278616,9606.ENSP00000362441,0.897,STRING
CALM3,CACNA1F,9606.ENSP00000291295,9606.ENSP00000365441,0.897,STRING
RUNX1,RUNX2,9606.ENSP00000300305,9606.ENSP00000360493,0.897,STRING
HMGB1,TLR7,9606.ENSP00000345347,9606.ENSP00000370034,0.897,STRING
MAPT,SRC,9606.ENSP00000340820,9606.ENSP00000362680,0.897,STRING
NDUFAF3,NDUFB3,9606.ENSP00000323076,9606.ENSP00000407336,0.897,STRING
DNMT1,ZEB1,9606.ENSP00000352516,9606.ENSP00000354487,0.897,STRING
PSMB6,PSMB11,9606.ENSP00000270586,9606.ENSP00000386212,0.897,STRING
FOXP2,FOXP1,9606.ENSP00000386200,9606.ENSP00000484803,0.897,STRING
NPM1,ASXL1,9606.ENSP00000296930,9606.ENSP00000364839,0.897,STRING
ATM,PTEN,9606.ENSP00000278616,9606.ENSP00000361021,0.897,STRING
IL4,IL18,9606.ENSP00000231449,9606.ENSP00000280357,0.897,STRING
HTR4,GNAS,9606.ENSP00000353915,9606.ENSP00000360141,0.897,STRING
APP,GSK3B,9606.ENSP00000284981,9606.ENSP00000324806,0.897,STRING
STAT3,CTNNB1,9606.ENSP00000264657,9606.ENSP00000495360,0.897,STRING
RUNX1,IL2RA,9606.ENSP00000300305,9606.ENSP00000369293,0.896,STRING
CALM3,SCN8A,9606.ENSP00000291295,9606.ENSP00000346534,0.896,STRING
RPE65,MERTK,9606.ENSP00000262340,9606.ENSP00000295408,0.896,STRING
IFNG,IL6R,9606.ENSP00000229135,9606.ENSP00000357470,0.896,STRING
EP300,KMT2D,9606.ENSP00000263253,9606.ENSP00000301067,0.896,STRING
NR3C1,ESR1,9606.ENSP00000231509,9606.ENSP00000405330,0.896,STRING
APOB,HMGCR,9606.ENSP00000233242,9606.ENSP00000287936,0.896,STRING
ALK,MYC,9606.ENSP00000373700,9606.ENSP00000478887,0.896,STRING
BRCA2,POLD1,9606.ENSP00000369497,9606.ENSP00000472445,0.896,STRING
KCNJ2,SCN5A,9606.ENSP00000243457,9606.ENSP00000328968,0.896,STRING
IL1B,INS,9606.ENSP00000263341,9606.ENSP00000380432,0.896,STRING
NPM1,MYC,9606.ENSP00000296930,9606.ENSP00000478887,0.896,STRING
IL2,JAK2,9606.ENSP00000226730,9606.ENSP00000371067,0.896,STRING
FOXP3,IRF4,9606.ENSP00000365380,9606.ENSP00000370343,0.896,STRING
GSR,GRIA4,9606.ENSP00000221130,9606.ENSP00000282499,0.896,STRING
NDUFA10,NDUFAF3,9606.ENSP00000252711,9606.ENSP00000323076,0.896,STRING
CSF3R,TYK2,9606.ENSP00000362195,9606.ENSP00000431885,0.896,STRING
CACNA1E,CACNA2D3,9606.ENSP00000356545,9606.ENSP00000419101,0.896,STRING
HRAS,AKT1,9606.ENSP00000407586,9606.ENSP00000451828,0.896,STRING
TLR9,TNF,9606.ENSP00000353874,9606.ENSP00000398698,0.896,STRING
NFKB1,AKT1,9606.ENSP00000226574,9606.ENSP00000451828,0.896,STRING
AR,AKT1,9606.ENSP00000363822,9606.ENSP00000451828,0.895,STRING
CALM3,MYBPC3,9606.ENSP00000291295,9606.ENSP00000442795,0.895,STRING
TBK1,PTPN11,9606.ENSP00000329967,9606.ENSP00000489597,0.895,STRING
ACHE,HSPG2,9606.ENSP00000303211,9606.ENSP00000363827,0.895,STRING
NFKB1,RIPK1,9606.ENSP00000226574,9606.ENSP00000259808,0.895,STRING
RUNX1,KMT2A,9606.ENSP00000300305,9606.ENSP00000436786,0.895,STRING
CYP11A1,MC2R,9606.ENSP00000268053,9606.ENSP00000333821,0.895,STRING
NDUFAF4,NDUFB6,9606.ENSP00000358272,9606.ENSP00000369176,0.895,STRING
IL2RG,IL10,9606.ENSP00000363318,9606.ENSP00000412237,0.895,STRING
TGFB1,APP,9606.ENSP00000221930,9606.ENSP00000284981,0.895,STRING
BRCA1,SEM1,9606.ENSP00000418960,9606.ENSP00000481021,0.895,STRING
PTGER4,PTGS2,9606.ENSP00000302846,9606.ENSP00000356438,0.895,STRING
CFTR,SCNN1B,9606.ENSP00000003084,9606.ENSP00000345751,0.895,STRING
PSMA2,PSMB11,9606.ENSP00000223321,9606.ENSP00000386212,0.895,STRING
TLR9,IL6,9606.ENSP00000353874,9606.ENSP00000385675,0.895,STRING
ZEB1,HDAC2,9606.ENSP00000354487,9606.ENSP00000430432,0.894,STRING
CACNG2,GRIN1,9606.ENSP00000300105,9606.ENSP00000360608,0.894,STRING
PDGFRB,IL6,9606.ENSP00000261799,9606.ENSP00000385675,0.894,STRING
ADRB3,SRC,9606.ENSP00000343782,9606.ENSP00000362680,0.894,STRING
SMAD4,RUNX2,9606.ENSP00000341551,9606.ENSP00000360493,0.894,STRING
CDH1,GSK3B,9606.ENSP00000261769,9606.ENSP00000324806,0.894,STRING
PSMD7,SEM1,9606.ENSP00000219313,9606.ENSP00000481021,0.894,STRING
CLCN2,CACNA1H,9606.ENSP00000265593,9606.ENSP00000334198,0.894,STRING
TNFSF13B,TNF,9606.ENSP00000365048,9606.ENSP00000398698,0.894,STRING
ALDH5A1,IDH2,9606.ENSP00000314649,9606.ENSP00000331897,0.894,STRING
ABCG8,NPC1L1,9606.ENSP00000272286,9606.ENSP00000289547,0.894,STRING
MSH6,PALB2,9606.ENSP00000234420,9606.ENSP00000261584,0.894,STRING
COL18A1,HSPG2,9606.ENSP00000352798,9606.ENSP00000363827,0.894,STRING
TLR2,CXCR4,9606.ENSP00000260010,9606.ENSP00000386884,0.894,STRING
ACVR2A,SMAD4,9606.ENSP00000241416,9606.ENSP00000341551,0.894,STRING
PSMC1,PSMB10,9606.ENSP00000261303,9606.ENSP00000351314,0.894,STRING
IL4,CD80,9606.ENSP00000231449,9606.ENSP00000264246,0.894,STRING
RIPK1,MYD88,9606.ENSP00000259808,9606.ENSP00000498321,0.893,STRING
CACNG2,GRIN2B,9606.ENSP00000300105,9606.ENSP00000477455,0.893,STRING
STAT3,ALK,9606.ENSP00000264657,9606.ENSP00000373700,0.893,STRING
PLAT,MMP9,9606.ENSP00000220809,9606.ENSP00000361405,0.893,STRING
PMS2,POLE,9606.ENSP00000265849,9606.ENSP00000322570,0.893,STRING
IFNAR2,IFNGR2,9606.ENSP00000343957,9606.ENSP00000371425,0.893,STRING
SOX2,FOXP1,9606.ENSP00000323588,9606.ENSP00000484803,0.893,STRING
CBL,PTK2,9606.ENSP00000264033,9606.ENSP00000341189,0.893,STRING
AURKA,FBXW7,9606.ENSP00000216911,9606.ENSP00000474725,0.893,STRING
PDGFRB,FGF9,9606.ENSP00000261799,9606.ENSP00000371790,0.893,STRING
PDGFRB,ETV6,9606.ENSP00000261799,9606.ENSP00000379658,0.893,STRING
MKS1,RPGRIP1L,9606.ENSP00000376827,9606.ENSP00000493946,0.893,STRING
IFNG,RUNX1,9606.ENSP00000229135,9606.ENSP00000300305,0.893,STRING
AR,ERG,9606.ENSP00000363822,9606.ENSP00000414150,0.893,STRING
DRD4,MAOA,9606.ENSP00000176183,9606.ENSP00000340684,0.892,STRING
PTEN,AR,9606.ENSP00000361021,9606.ENSP00000363822,0.892,STRING
LEP,TNF,9606.ENSP00000312652,9606.ENSP00000398698,0.892,STRING
IL1RL1,IL1B,9606.ENSP00000233954,9606.ENSP00000263341,0.892,STRING
CDKN2A,BRAF,9606.ENSP00000418915,9606.ENSP00000419060,0.892,STRING
NDUFAF3,NDUFA12,9606.ENSP00000323076,9606.ENSP00000330737,0.892,STRING
BCL2,RAF1,9606.ENSP00000381185,9606.ENSP00000401888,0.892,STRING
CLCN2,GABRG2,9606.ENSP00000265593,9606.ENSP00000410732,0.892,STRING
MLH1,PALB2,9606.ENSP00000231790,9606.ENSP00000261584,0.892,STRING
IL4,IFNGR1,9606.ENSP00000231449,9606.ENSP00000356713,0.892,STRING
AURKA,RRM2,9606.ENSP00000216911,9606.ENSP00000353770,0.892,STRING
CD4,STAT3,9606.ENSP00000011653,9606.ENSP00000264657,0.892,STRING
EGFR,NGF,9606.ENSP00000275493,9606.ENSP00000358525,0.892,STRING
CDK4,SMAD3,9606.ENSP00000257904,9606.ENSP00000332973,0.892,STRING
KCNA1,CACNA1A,9606.ENSP00000371985,9606.ENSP00000489829,0.892,STRING
MLH1,NBN,9606.ENSP00000231790,9606.ENSP00000265433,0.891,STRING
PDGFRB,FYN,9606.ENSP00000261799,9606.ENSP00000346671,0.891,STRING
KCNH2,CACNA1C,9606.ENSP00000262186,9606.ENSP00000266376,0.891,STRING
EP300,DDB1,9606.ENSP00000263253,9606.ENSP00000301764,0.891,STRING
PPARD,RXRG,9606.ENSP00000310928,9606.ENSP00000352900,0.891,STRING
EP300,FOXP3,9606.ENSP00000263253,9606.ENSP00000365380,0.891,STRING
RUNX2,ALPL,9606.ENSP00000360493,9606.ENSP00000363973,0.891,STRING
ACE,NR3C2,9606.ENSP00000290866,9606.ENSP00000350815,0.891,STRING
PRPH2,ABCA4,9606.ENSP00000230381,9606.ENSP00000359245,0.891,STRING
CD40,IL6,9606.ENSP00000361359,9606.ENSP00000385675,0.891,STRING
STAT3,FYN,9606.ENSP00000264657,9606.ENSP00000346671,0.891,STRING
PIK3CA,RET,9606.ENSP00000263967,9606.ENSP00000347942,0.891,STRING
CHRNA5,CHRNB2,9606.ENSP00000299565,9606.ENSP00000357461,0.891,STRING
IL6R,JAK3,9606.ENSP00000357470,9606.ENSP00000432511,0.891,STRING
CRP,INS,9606.ENSP00000255030,9606.ENSP00000380432,0.891,STRING
IFNG,TLR9,9606.ENSP00000229135,9606.ENSP00000353874,0.891,STRING
CACNB2,CACNB4,9606.ENSP00000320025,9606.ENSP00000438949,0.891,STRING
CACNB3,CACNA1H,9606.ENSP00000301050,9606.ENSP00000334198,0.891,STRING
ATRX,BRCA2,9606.ENSP00000362441,9606.ENSP00000369497,0.891,STRING
IL2RB,IL7R,9606.ENSP00000216223,9606.ENSP00000306157,0.891,STRING
HDAC11,HDAC6,9606.ENSP00000295757,9606.ENSP00000365804,0.891,STRING
ALDH5A1,IDH1,9606.ENSP00000314649,9606.ENSP00000390265,0.891,STRING
SMAD4,ACVRL1,9606.ENSP00000341551,9606.ENSP00000373574,0.891,STRING
CHEK2,RAD51D,9606.ENSP00000372023,9606.ENSP00000466399,0.89,STRING
KDM6A,SETD2,9606.ENSP00000367203,9606.ENSP00000386759,0.89,STRING
HTR3D,HTR3E,9606.ENSP00000371929,9606.ENSP00000406050,0.89,STRING
STAT3,MMP9,9606.ENSP00000264657,9606.ENSP00000361405,0.89,STRING
CBL,PIK3CB,9606.ENSP00000264033,9606.ENSP00000501150,0.89,STRING
DES,TTN,9606.ENSP00000363071,9606.ENSP00000467141,0.89,STRING
MSH6,CHEK2,9606.ENSP00000234420,9606.ENSP00000372023,0.89,STRING
IL1B,IL33,9606.ENSP00000263341,9606.ENSP00000370842,0.89,STRING
SLC6A3,MAOA,9606.ENSP00000270349,9606.ENSP00000340684,0.89,STRING
POLD1,MUTYH,9606.ENSP00000472445,9606.ENSP00000500891,0.89,STRING
PALB2,RAD51B,9606.ENSP00000261584,9606.ENSP00000419881,0.89,STRING
IFNG,GATA3,9606.ENSP00000229135,9606.ENSP00000368632,0.89,STRING
CDKN2B,CDKN1A,9606.ENSP00000276925,9606.ENSP00000384849,0.89,STRING
IL1B,CD40LG,9606.ENSP00000263341,9606.ENSP00000359663,0.89,STRING
EGFR,TNF,9606.ENSP00000275493,9606.ENSP00000398698,0.89,STRING
GABBR2,GABRA2,9606.ENSP00000259455,9606.ENSP00000427603,0.89,STRING
ATM,STK11,9606.ENSP00000278616,9606.ENSP00000324856,0.89,STRING
BACH2,NCOR1,9606.ENSP00000257749,9606.ENSP00000268712,0.89,STRING
TGFB1,FURIN,9606.ENSP00000221930,9606.ENSP00000483552,0.89,STRING
CACNB3,CACNA2D3,9606.ENSP00000301050,9606.ENSP00000419101,0.89,STRING
AXL,PIK3R1,9606.ENSP00000301178,9606.ENSP00000428056,0.89,STRING
APOA1,LPL,9606.ENSP00000236850,9606.ENSP00000497642,0.89,STRING
BDNF,HTR2A,9606.ENSP00000414303,9606.ENSP00000437737,0.89,STRING
TSC2,PTEN,9606.ENSP00000219476,9606.ENSP00000361021,0.889,STRING
STAT3,HDAC3,9606.ENSP00000264657,9606.ENSP00000302967,0.889,STRING
RXRG,PPARA,9606.ENSP00000352900,9606.ENSP00000385523,0.889,STRING
EGFR,APP,9606.ENSP00000275493,9606.ENSP00000284981,0.889,STRING
RARA,CREBBP,9606.ENSP00000254066,9606.ENSP00000262367,0.889,STRING
NDUFB8,NDUFAF4,9606.ENSP00000299166,9606.ENSP00000358272,0.889,STRING
TUBB4B,TUBB2A,9606.ENSP00000341289,9606.ENSP00000369703,0.889,STRING
LRRK2,CTNNB1,9606.ENSP00000298910,9606.ENSP00000495360,0.889,STRING
TLR1,IL6,9606.ENSP00000354932,9606.ENSP00000385675,0.889,STRING
IL5,JAK2,9606.ENSP00000231454,9606.ENSP00000371067,0.889,STRING
ASXL1,SRSF2,9606.ENSP00000364839,9606.ENSP00000376276,0.889,STRING
FGF10,NTRK1,9606.ENSP00000264664,9606.ENSP00000431418,0.889,STRING
FLT3,PTPN11,9606.ENSP00000241453,9606.ENSP00000489597,0.889,STRING
XPO1,CTNNB1,9606.ENSP00000384863,9606.ENSP00000495360,0.889,STRING
CD8A,NCAM1,9606.ENSP00000386559,9606.ENSP00000480132,0.889,STRING
NF2,CTNNB1,9606.ENSP00000344666,9606.ENSP00000495360,0.889,STRING
CD40LG,TLR4,9606.ENSP00000359663,9606.ENSP00000363089,0.889,STRING
PLG,COL18A1,9606.ENSP00000308938,9606.ENSP00000352798,0.889,STRING
TLR7,IL6,9606.ENSP00000370034,9606.ENSP00000385675,0.888,STRING
NDUFB4,NDUFAF4,9606.ENSP00000184266,9606.ENSP00000358272,0.888,STRING
FDX1,MT-ND4,9606.ENSP00000260270,9606.ENSP00000354961,0.888,STRING
SH2B3,ASXL1,9606.ENSP00000345492,9606.ENSP00000364839,0.888,STRING
BCL6,HDAC9,9606.ENSP00000384371,9606.ENSP00000408617,0.888,STRING
PTGS1,MT-ND4,9606.ENSP00000354612,9606.ENSP00000354961,0.888,STRING
ANK1,CALM3,9606.ENSP00000265709,9606.ENSP00000291295,0.888,STRING
TGFB1,IFNG,9606.ENSP00000221930,9606.ENSP00000229135,0.888,STRING
ATRX,IDH1,9606.ENSP00000362441,9606.ENSP00000390265,0.888,STRING
SMAD3,NKX2-1,9606.ENSP00000332973,9606.ENSP00000346879,0.888,STRING
PDE5A,GUCY1B1,9606.ENSP00000347046,9606.ENSP00000426786,0.888,STRING
SMAD4,PARP1,9606.ENSP00000341551,9606.ENSP00000355759,0.888,STRING
CFTR,SLC26A3,9606.ENSP00000003084,9606.ENSP00000345873,0.888,STRING
RB1,MYC,9606.ENSP00000267163,9606.ENSP00000478887,0.888,STRING
DHODH,DHFR,9606.ENSP00000219240,9606.ENSP00000396308,0.888,STRING
WT1,EWSR1,9606.ENSP00000368370,9606.ENSP00000400142,0.888,STRING
HDAC1,GATA1,9606.ENSP00000362649,9606.ENSP00000365858,0.888,STRING
DDB1,HDAC1,9606.ENSP00000301764,9606.ENSP00000362649,0.888,STRING
EPAS1,SLC2A1,9606.ENSP00000263734,9606.ENSP00000416293,0.888,STRING
CDK7,TP53,9606.ENSP00000256443,9606.ENSP00000269305,0.888,STRING
CACNA2D3,CACNB4,9606.ENSP00000419101,9606.ENSP00000438949,0.888,STRING
RIPK1,NLRP3,9606.ENSP00000259808,9606.ENSP00000337383,0.888,STRING
EP300,PAX6,9606.ENSP00000263253,9606.ENSP00000492024,0.888,STRING
PSMB11,PSMA1,9606.ENSP00000386212,9606.ENSP00000414359,0.888,STRING
IL13,TSLP,9606.ENSP00000304915,9606.ENSP00000339804,0.887,STRING
RAD51C,CHEK2,9606.ENSP00000336701,9606.ENSP00000372023,0.887,STRING
MPO,ALB,9606.ENSP00000225275,9606.ENSP00000295897,0.887,STRING
PIK3CA,CBL,9606.ENSP00000263967,9606.ENSP00000264033,0.887,STRING
TP53,BRAF,9606.ENSP00000269305,9606.ENSP00000419060,0.887,STRING
ADAM17,ACE2,9606.ENSP00000309968,9606.ENSP00000389326,0.887,STRING
HGF,FGF10,9606.ENSP00000222390,9606.ENSP00000264664,0.887,STRING
PPARD,PPARA,9606.ENSP00000310928,9606.ENSP00000385523,0.887,STRING
CD4,ITK,9606.ENSP00000011653,9606.ENSP00000398655,0.887,STRING
AKT1,NOTCH1,9606.ENSP00000451828,9606.ENSP00000498587,0.887,STRING
STAT5B,CDKN1A,9606.ENSP00000293328,9606.ENSP00000384849,0.887,STRING
NDUFA9,SDHD,9606.ENSP00000266544,9606.ENSP00000364699,0.887,STRING
PIK3CA,FLT1,9606.ENSP00000263967,9606.ENSP00000282397,0.887,STRING
TGFA,IGF1R,9606.ENSP00000404131,9606.ENSP00000497069,0.887,STRING
C3,APP,9606.ENSP00000245907,9606.ENSP00000284981,0.887,STRING
CD19,BTK,9606.ENSP00000313419,9606.ENSP00000483570,0.887,STRING
STAT3,RET,9606.ENSP00000264657,9606.ENSP00000347942,0.887,STRING
GRM1,ESR1,9606.ENSP00000282753,9606.ENSP00000405330,0.887,STRING
EP300,HDAC4,9606.ENSP00000263253,9606.ENSP00000264606,0.887,STRING
FOXA1,PGR,9606.ENSP00000250448,9606.ENSP00000325120,0.887,STRING
SCN5A,RYR2,9606.ENSP00000328968,9606.ENSP00000355533,0.887,STRING
FGF9,NTRK1,9606.ENSP00000371790,9606.ENSP00000431418,0.887,STRING
CREBBP,BDNF,9606.ENSP00000262367,9606.ENSP00000414303,0.886,STRING
APP,NOTCH1,9606.ENSP00000284981,9606.ENSP00000498587,0.886,STRING
CFTR,SCNN1G,9606.ENSP00000003084,9606.ENSP00000300061,0.886,STRING
CACNA1F,CACNB1,9606.ENSP00000365441,9606.ENSP00000377840,0.886,STRING
FGG,SERPINA1,9606.ENSP00000336829,9606.ENSP00000416066,0.886,STRING
SRC,INS,9606.ENSP00000362680,9606.ENSP00000380432,0.886,STRING
SLC6A4,SLC18A2,9606.ENSP00000261707,9606.ENSP00000496339,0.886,STRING
LEPR,INS,9606.ENSP00000330393,9606.ENSP00000380432,0.886,STRING
BARD1,ESR1,9606.ENSP00000260947,9606.ENSP00000405330,0.886,STRING
FLNC,ITGB3,9606.ENSP00000327145,9606.ENSP00000452786,0.886,STRING
ERBB2,MYC,9606.ENSP00000269571,9606.ENSP00000478887,0.886,STRING
GRIA4,GRIN1,9606.ENSP00000282499,9606.ENSP00000360608,0.886,STRING
ENG,PGF,9606.ENSP00000362299,9606.ENSP00000451040,0.886,STRING
CRP,IL1B,9606.ENSP00000255030,9606.ENSP00000263341,0.886,STRING
HDAC7,HDAC1,9606.ENSP00000080059,9606.ENSP00000362649,0.886,STRING
CACNG1,CACNA1A,9606.ENSP00000226021,9606.ENSP00000489829,0.886,STRING
CYP51A1,FDPS,9606.ENSP00000003100,9606.ENSP00000349078,0.886,STRING
ABCB1,CYP3A4,9606.ENSP00000478255,9606.ENSP00000498939,0.886,STRING
HGF,FLT4,9606.ENSP00000222390,9606.ENSP00000261937,0.886,STRING
CALM3,TTN,9606.ENSP00000291295,9606.ENSP00000467141,0.886,STRING
PMS2,ATM,9606.ENSP00000265849,9606.ENSP00000278616,0.886,STRING
GRIN2A,GRIA3,9606.ENSP00000332549,9606.ENSP00000481554,0.886,STRING
SLC5A2,INS,9606.ENSP00000327943,9606.ENSP00000380432,0.885,STRING
CACNA1B,CACNB4,9606.ENSP00000360423,9606.ENSP00000438949,0.885,STRING
BMP4,FGF10,9606.ENSP00000245451,9606.ENSP00000264664,0.885,STRING
MECP2,GRIN2B,9606.ENSP00000395535,9606.ENSP00000477455,0.885,STRING
STAT3,INS,9606.ENSP00000264657,9606.ENSP00000380432,0.885,STRING
APC,CSNK1E,9606.ENSP00000257430,9606.ENSP00000380044,0.885,STRING
KCND3,SCN1B,9606.ENSP00000319591,9606.ENSP00000396915,0.885,STRING
HCK,PIK3CB,9606.ENSP00000365012,9606.ENSP00000501150,0.885,STRING
GRIA2,GRIN2B,9606.ENSP00000296526,9606.ENSP00000477455,0.885,STRING
TSLP,IL2RG,9606.ENSP00000339804,9606.ENSP00000363318,0.885,STRING
IFNAR2,IL10,9606.ENSP00000343957,9606.ENSP00000412237,0.885,STRING
EP300,RUNX2,9606.ENSP00000263253,9606.ENSP00000360493,0.885,STRING
BCL2,TNF,9606.ENSP00000381185,9606.ENSP00000398698,0.885,STRING
SFN,BRAF,9606.ENSP00000340989,9606.ENSP00000419060,0.885,STRING
PTGS1,MT-ND4L,9606.ENSP00000354612,9606.ENSP00000354728,0.885,STRING
CACNG7,CACNB1,9606.ENSP00000375647,9606.ENSP00000377840,0.885,STRING
ALB,SERPINA6,9606.ENSP00000295897,9606.ENSP00000342850,0.885,STRING
KRAS,CTNNB1,9606.ENSP00000256078,9606.ENSP00000495360,0.885,STRING
CSK,FYN,9606.ENSP00000220003,9606.ENSP00000346671,0.885,STRING
LEP,GHR,9606.ENSP00000312652,9606.ENSP00000483403,0.885,STRING
CASP8,TLR4,9606.ENSP00000351273,9606.ENSP00000363089,0.885,STRING
SLC47A2,SLC22A2,9606.ENSP00000326671,9606.ENSP00000355920,0.885,STRING
CDH1,FGFR1,9606.ENSP00000261769,9606.ENSP00000393312,0.885,STRING
TBX5,SMARCA4,9606.ENSP00000309913,9606.ENSP00000343896,0.885,STRING
PSMB10,ADRM1,9606.ENSP00000351314,9606.ENSP00000478877,0.884,STRING
CD4,IL2RG,9606.ENSP00000011653,9606.ENSP00000363318,0.884,STRING
MAPT,PRNP,9606.ENSP00000340820,9606.ENSP00000399376,0.884,STRING
CDKAL1,TCF7L2,9606.ENSP00000274695,9606.ENSP00000486891,0.884,STRING
AR,ETV1,9606.ENSP00000363822,9606.ENSP00000405327,0.884,STRING
TP53,SRC,9606.ENSP00000269305,9606.ENSP00000362680,0.884,STRING
KMT2C,EP300,9606.ENSP00000262189,9606.ENSP00000263253,0.884,STRING
STAT3,NTRK1,9606.ENSP00000264657,9606.ENSP00000431418,0.884,STRING
PTEN,FBXW7,9606.ENSP00000361021,9606.ENSP00000474725,0.884,STRING
EWSR1,ETV1,9606.ENSP00000400142,9606.ENSP00000405327,0.884,STRING
NTRK2,FYN,9606.ENSP00000277120,9606.ENSP00000346671,0.884,STRING
IFNG,PSMB8,9606.ENSP00000229135,9606.ENSP00000364016,0.884,STRING
SNAP25,CACNA1B,9606.ENSP00000254976,9606.ENSP00000360423,0.884,STRING
PTGS1,MT-ND3,9606.ENSP00000354612,9606.ENSP00000355206,0.884,STRING
KRAS,RET,9606.ENSP00000256078,9606.ENSP00000347942,0.884,STRING
EGFR,SFN,9606.ENSP00000275493,9606.ENSP00000340989,0.884,STRING
EPHA3,EPHA5,9606.ENSP00000337451,9606.ENSP00000480763,0.884,STRING
COL1A2,ITGB3,9606.ENSP00000297268,9606.ENSP00000452786,0.884,STRING
KCNQ2,SPTBN4,9606.ENSP00000352035,9606.ENSP00000469242,0.884,STRING
CD38,CD8A,9606.ENSP00000226279,9606.ENSP00000386559,0.884,STRING
GABBR2,GABRB1,9606.ENSP00000259455,9606.ENSP00000295454,0.884,STRING
TEK,PTPN11,9606.ENSP00000369375,9606.ENSP00000489597,0.884,STRING
TP53,SOX2,9606.ENSP00000269305,9606.ENSP00000323588,0.883,STRING
CARD11,TNFAIP3,9606.ENSP00000380150,9606.ENSP00000481570,0.883,STRING
RARA,EP300,9606.ENSP00000254066,9606.ENSP00000263253,0.883,STRING
PGR,CYP19A1,9606.ENSP00000325120,9606.ENSP00000379683,0.883,STRING
TP53,PPM1D,9606.ENSP00000269305,9606.ENSP00000306682,0.883,STRING
HDAC1,TBL1XR1,9606.ENSP00000362649,9606.ENSP00000405574,0.883,STRING
COL1A2,COL2A1,9606.ENSP00000297268,9606.ENSP00000369889,0.883,STRING
